index,geometry,lat,lon,avation,brick_kiln,industrial,power,power_pm25,residential_scope1,residential_scope2,traffic,traffic_NOx,traffic_pm25,total_co2,total_pollutant
Mangalore_197,"POLYGON ((74.82517245774936 12.964421881197183, 74.82517245774936 12.968798926871006, 74.82068088132876 12.968798926871006, 74.82068088132876 12.964421881197183, 74.82517245774936 12.964421881197183))",12.966610404034093,74.82292666953906,,,,0.0,,84.085,0.0,,,,84.085,0.0
Mangalore_198,"POLYGON ((74.82517245774936 12.968798926871006, 74.82517245774936 12.973175895540384, 74.82068088132876 12.973175895540384, 74.82068088132876 12.968798926871006, 74.82517245774936 12.968798926871006))",12.970987411205696,74.82292666953904,,,,0.0,,144.209,0.0,,,,144.209,0.0
Mangalore_199,"POLYGON ((74.82517245774936 12.973175895540384, 74.82517245774936 12.977552787181132, 74.82068088132876 12.977552787181132, 74.82068088132876 12.973175895540384, 74.82517245774936 12.973175895540384))",12.97536434136076,74.82292666953904,,,,0.0,,70.593,0.0,,,,70.593,0.0
Mangalore_200,"POLYGON ((74.82517245774936 12.977552787181132, 74.82517245774936 12.981929601769062, 74.82068088132876 12.981929601769062, 74.82068088132876 12.977552787181132, 74.82517245774936 12.977552787181132))",12.979741194475098,74.82292666953906,,,,0.0,,60.386,0.0,,,,60.386,0.0
Mangalore_201,"POLYGON ((74.82517245774936 12.981929601769062, 74.82517245774936 12.986306339279993, 74.82068088132876 12.986306339279993, 74.82068088132876 12.981929601769062, 74.82517245774936 12.981929601769062))",12.984117970524528,74.82292666953904,,,,0.0,,81.655,0.0,,,,81.655,0.0
Mangalore_202,"POLYGON ((74.82517245774936 12.986306339279993, 74.82517245774936 12.990682999689742, 74.82068088132876 12.990682999689742, 74.82068088132876 12.986306339279993, 74.82517245774936 12.986306339279993))",12.98849466948487,74.82292666953906,,,,0.0,,73.665,0.0,,,,73.665,0.0
Mangalore_203,"POLYGON ((74.82517245774936 12.990682999689742, 74.82517245774936 12.99505958297413, 74.82068088132876 12.99505958297413, 74.82068088132876 12.990682999689742, 74.82517245774936 12.990682999689742))",12.992871291331937,74.82292666953906,,,,0.0,,74.883,0.0,,,,74.883,0.0
Mangalore_204,"POLYGON ((74.82517245774936 12.99505958297413, 74.82517245774936 12.999436089108983, 74.82068088132876 12.999436089108983, 74.82068088132876 12.99505958297413, 74.82517245774936 12.99505958297413))",12.997247836041558,74.82292666953904,,,,0.0,,192.348,0.0,,,,192.348,0.0
Mangalore_205,"POLYGON ((74.82517245774936 12.999436089108983, 74.82517245774936 13.003812518070122, 74.82068088132876 13.003812518070122, 74.82068088132876 12.999436089108983, 74.82517245774936 12.999436089108983))",13.001624303589551,74.82292666953904,,,,0.0,,178.154,0.0,,,,178.154,0.0
Mangalore_206,"POLYGON ((74.82517245774936 13.003812518070122, 74.82517245774936 13.008188869833376, 74.82068088132876 13.008188869833376, 74.82068088132876 13.003812518070122, 74.82517245774936 13.003812518070122))",13.006000693951748,74.82292666953906,,,,0.0,,31.86,0.0,,,,31.86,0.0
Mangalore_207,"POLYGON ((74.82517245774936 13.008188869833376, 74.82517245774936 13.012565144374577, 74.82068088132876 13.012565144374577, 74.82068088132876 13.008188869833376, 74.82517245774936 13.008188869833376))",13.010377007103974,74.82292666953906,,,,0.0,,26.8,0.0,,,,26.8,0.0
Mangalore_208,"POLYGON ((74.82966403416995 12.84183343679959, 74.82966403416995 12.846212628768468, 74.82517245774936 12.846212628768468, 74.82517245774936 12.84183343679959, 74.82966403416995 12.84183343679959))",12.844023032784028,74.82741824595966,,,,0.0,,0.0,0.0,,,,0.0,0.0
Mangalore_209,"POLYGON ((74.82966403416995 12.846212628768468, 74.82966403416995 12.850591744411068, 74.82517245774936 12.850591744411068, 74.82517245774936 12.846212628768468, 74.82966403416995 12.846212628768468))",12.848402186589766,74.82741824595966,,,,0.0,,23.933,0.0,,,,23.933,0.0
Mangalore_210,"POLYGON ((74.82966403416995 12.850591744411068, 74.82966403416995 12.854970783703138, 74.82517245774936 12.854970783703138, 74.82517245774936 12.850591744411068, 74.82966403416995 12.850591744411068))",12.852781264057102,74.82741824595965,,,,0.0,,108.385,0.0,,,,108.385,0.0
Mangalore_211,"POLYGON ((74.82966403416995 12.854970783703138, 74.82966403416995 12.859349746620431, 74.82517245774936 12.859349746620431, 74.82517245774936 12.854970783703138, 74.82966403416995 12.854970783703138))",12.857160265161784,74.82741824595966,,,,0.0,,27.828,0.0,,,,27.828,0.0
Mangalore_212,"POLYGON ((74.82966403416995 12.859349746620431, 74.82966403416995 12.863728633138706, 74.82517245774936 12.863728633138706, 74.82517245774936 12.859349746620431, 74.82966403416995 12.859349746620431))",12.861539189879569,74.82741824595966,,,,0.0,,7.193,0.0,,,,7.193,0.0
Mangalore_213,"POLYGON ((74.82966403416995 12.863728633138706, 74.82966403416995 12.868107443233715, 74.82517245774936 12.868107443233715, 74.82517245774936 12.863728633138706, 74.82966403416995 12.863728633138706))",12.865918038186209,74.82741824595966,,,,0.0,,5.06,0.0,,,,5.06,0.0
Mangalore_214,"POLYGON ((74.82966403416995 12.868107443233715, 74.82966403416995 12.872486176881218, 74.82517245774936 12.872486176881218, 74.82517245774936 12.868107443233715, 74.82966403416995 12.868107443233715))",12.870296810057466,74.82741824595966,,,,0.0,,0.058,0.0,,,,0.058,0.0
Mangalore_215,"POLYGON ((74.82966403416995 12.872486176881218, 74.82966403416995 12.876864834056976, 74.82517245774936 12.876864834056976, 74.82517245774936 12.872486176881218, 74.82966403416995 12.872486176881218))",12.874675505469096,74.82741824595965,,,,0.0,,29.422,0.0,,,,29.422,0.0
Mangalore_216,"POLYGON ((74.82966403416995 12.876864834056976, 74.82966403416995 12.881243414736751, 74.82517245774936 12.881243414736751, 74.82517245774936 12.876864834056976, 74.82966403416995 12.876864834056976))",12.879054124396863,74.82741824595966,,,,0.0,,152.224,0.0,,,,152.224,0.0
Mangalore_217,"POLYGON ((74.82966403416995 12.881243414736751, 74.82966403416995 12.88562191889631, 74.82517245774936 12.88562191889631, 74.82517245774936 12.881243414736751, 74.82966403416995 12.881243414736751))",12.883432666816532,74.82741824595965,,,,0.0,,256.285,0.0,,,,256.285,0.0
