date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,traffic_NOx,traffic_pm25,power_pm25
2021-05-18,695009.6259999999,644329.173,36884.568,13795.885,219661.511,0.0,0.0,116.947,0.656,0.0
2021-05-19,696119.836,642230.045,37244.007,16645.784,222983.397,0.0,0.0,117.942,0.669,0.0
2021-05-20,710932.606,634987.599,36488.224,39456.782999999996,218449.954,0.0,0.0,118.283,0.6100000000000001,0.0
2021-05-21,703032.376,645656.14,35669.139,21707.097,218681.05,0.0,0.0,118.26,0.56,0.0
2021-05-22,734656.8979999999,671121.792,34644.523,28890.583,217682.521,0.0,0.0,111.264,0.36700000000000005,0.0
2021-05-23,748152.982,687669.5530000001,31826.809,28656.62,216385.192,0.0,0.0,104.474,0.26599999999999996,0.0
2021-05-24,769721.7270000001,703639.082,35677.903,30404.742000000002,216310.038,0.0,0.0,117.93299999999999,0.559,0.0
2021-05-25,752750.258,693020.0109999999,35866.87,23863.377,218551.405,0.0,0.0,118.486,0.56,0.0
2021-05-26,734570.932,682801.149,35022.615,16747.168,220687.616,0.0,0.0,117.154,0.535,0.0
2021-05-27,740371.091,681417.838,35388.916,23564.337,219294.744,0.0,0.0,118.684,0.5730000000000001,0.0
2021-05-28,777810.77,704956.285,35675.13,37179.355,219195.134,0.0,0.0,118.952,0.5810000000000001,0.0
2021-05-29,798880.997,724889.906,35497.565,38493.526,219857.191,0.0,0.0,116.22800000000001,0.49100000000000005,0.0
2021-05-30,749780.439,682945.807,32525.936999999998,34308.695,217666.612,0.0,0.0,107.857,0.316,0.0
2021-05-31,773051.373,716354.539,36602.935,20093.899,217894.61000000002,0.0,0.0,119.297,0.5670000000000001,0.0
2021-06-01,734273.409,666288.293,42768.864,25216.252,216740.348,0.0,0.0,132.084,0.799,0.0
2021-06-02,788366.157,717010.282,42348.888,29006.987,220088.526,0.0,0.0,131.458,0.809,0.0
2021-06-03,811154.702,735342.581,42454.938,33357.183,221513.937,0.0,0.0,131.796,0.802,0.0
2021-06-04,808340.956,736998.017,42180.319,29162.62,221303.466,0.0,0.0,132.466,0.806,0.0
2021-06-05,783226.479,719013.479,41618.461,22594.539,220897.701,0.0,0.0,129.278,0.736,0.0
2021-06-06,752047.682,689997.246,39174.439,22875.997,218479.052,0.0,0.0,117.856,0.5589999999999999,0.0
2021-06-07,785077.209,709531.876,43226.327,32319.006,219075.753,0.0,0.0,133.30599999999998,0.831,0.0
2021-06-08,781522.895,702618.398,43531.735,35372.762,218806.793,0.0,0.0,134.466,0.863,0.0
2021-06-09,778028.931,702128.45,43516.618,32383.863,218132.517,0.0,0.0,134.119,0.844,0.0
2021-06-10,753435.213,684568.1089999999,43263.628,25603.476,217185.062,0.0,0.0,133.809,0.837,0.0
2021-06-11,733918.85,662444.167,43304.81,28169.873,214713.313,0.0,0.0,134.0,0.845,0.0
2021-06-12,749699.246,660960.916,42416.132,46322.198,216088.278,0.0,0.0,131.234,0.75,0.0
2021-06-13,683046.056,624810.271,39861.4,18374.385000000002,213365.585,0.0,0.0,119.36,0.5609999999999999,0.0
2021-06-14,751357.872,685339.616,45391.924,20626.332000000002,215403.802,0.0,0.0,137.12199999999999,0.91,0.0
2021-06-15,756519.164,685658.978,45118.175,25742.011,215695.25400000002,0.0,0.0,138.157,0.9510000000000001,0.0
2021-06-16,765062.709,699672.011,45216.622,20174.076,218025.231,0.0,0.0,138.613,0.9430000000000001,0.0
2021-06-17,768147.161,706339.016,45218.386,16589.759000000002,218274.614,0.0,0.0,138.424,0.935,0.0
2021-06-18,773806.601,709145.27,44500.943999999996,20160.387000000002,218604.611,0.0,0.0,138.621,0.909,0.0
2021-06-19,742590.028,677972.346,43616.564,21001.118000000002,217703.357,0.0,0.0,135.94299999999998,0.8170000000000001,0.0
2021-06-20,707315.457,641169.72,39971.661,26174.076,215601.267,0.0,0.0,120.929,0.582,0.0
2021-06-21,773531.7050000001,696739.013,46963.416000000005,29829.275999999998,215537.905,0.0,0.0,138.59,1.081,0.0
2021-06-22,791630.801,727878.829,45914.531,17837.441,216349.27,0.0,0.0,139.213,0.9490000000000001,0.0
2021-06-23,838264.542,766776.934,45493.699,25993.909,220930.161,0.0,0.0,139.441,0.9500000000000001,0.0
2021-06-24,804027.595,737385.682,45398.239,21243.674,220658.0,0.0,0.0,139.04500000000002,0.9410000000000001,0.0
2021-06-25,804452.442,733294.72,45040.069,26117.653,218594.997,0.0,0.0,140.328,0.929,0.0
2021-06-26,779925.568,710455.25,43848.978,25621.34,217884.832,0.0,0.0,135.986,0.802,0.0
2021-06-27,788008.461,731241.95,40087.813,16678.698,219856.14299999998,0.0,0.0,122.37299999999999,0.592,0.0
2021-06-28,855995.735,785690.911,44827.866,25476.958000000002,221955.027,0.0,0.0,138.938,0.909,0.0
2021-06-29,887738.5480000001,812443.082,46027.716,29267.75,222542.247,0.0,0.0,140.334,0.976,0.0
2021-06-30,871871.519,795337.66,46306.914,30226.945,221087.407,0.0,0.0,141.69,1.003,0.0
2021-07-01,834842.269,764985.1410000001,42705.522000000004,27151.606,219698.055,0.0,0.0,130.223,0.8109999999999999,0.0
2021-07-02,809520.862,740145.49,42358.001000000004,27017.371,217499.717,0.0,0.0,130.294,0.795,0.0
2021-07-03,803149.897,738493.223,42010.983,22645.691,216622.527,0.0,0.0,128.11599999999999,0.73,0.0
2021-07-04,814719.743,746467.081,38937.941,29314.721,218269.912,0.0,0.0,114.515,0.5479999999999999,0.0
2021-07-05,864709.336,792960.165,43315.236,28433.935,220226.31,0.0,0.0,129.379,0.79,0.0
2021-07-06,896781.544,810451.334,44089.39,42240.82,220177.896,0.0,0.0,130.419,0.833,0.0
2021-07-07,910725.898,807001.46,44189.494,59534.943999999996,221592.51,0.0,0.0,131.078,0.832,0.0
2021-07-08,924179.84,786613.084,44000.362,93566.394,222181.383,0.0,0.0,131.14600000000002,0.831,0.0
2021-07-09,877344.253,778527.0260000001,44225.844000000005,54591.383,219930.871,0.0,0.0,131.209,0.835,0.0
2021-07-10,866895.631,796697.66,43155.945,27042.026,224766.903,0.0,0.0,128.321,0.726,0.0
2021-07-11,801307.004,741356.386,40099.649,19850.969,224285.705,0.0,0.0,115.212,0.5599999999999999,0.0
2021-07-12,799250.068,729549.737,44127.619,25572.712,224251.731,0.0,0.0,130.134,0.8089999999999999,0.0
2021-07-13,799840.005,720189.89,44063.534,35586.581,223896.127,0.0,0.0,130.368,0.824,0.0
2021-07-14,778114.842,711798.105,44584.111,21732.626,222508.272,0.0,0.0,131.38400000000001,0.845,0.0
2021-07-15,802123.434,725633.649,44333.604,32156.181,221404.428,0.0,0.0,130.986,0.836,0.0
2021-07-16,837368.165,761399.4130000001,44349.525,31619.227,222343.31,0.0,0.0,130.648,0.8290000000000001,0.0
2021-07-17,838299.056,767752.466,43725.239,26821.351,223092.667,0.0,0.0,129.231,0.761,0.0
2021-07-18,753297.577,696765.627,40571.198,15960.751999999999,223260.45,0.0,0.0,115.747,0.552,0.0
2021-07-19,722001.288,641066.322,44425.727,36509.239,220134.984,0.0,0.0,128.639,0.807,0.0
2021-07-20,710330.637,642341.974,44590.936,23397.727,217088.123,0.0,0.0,130.871,0.862,0.0
2021-07-21,710548.1190000001,628069.953,43976.105,38502.061,217827.192,0.0,0.0,127.641,0.792,0.0
2021-07-22,711324.774,647994.47,44910.38,18419.924,217597.853,0.0,0.0,130.761,0.865,0.0
2021-07-23,756856.478,685073.435,44640.619,27142.424,219662.29499999998,0.0,0.0,130.889,0.854,0.0
2021-07-24,809452.015,670746.343,43710.061,94995.611,218379.109,0.0,0.0,128.273,0.745,0.0
2021-07-25,740246.78,661092.971,40203.44,38950.369,216952.324,0.0,0.0,115.501,0.553,0.0
2021-07-26,751183.771,682427.1,44684.859,24071.812,219560.052,0.0,0.0,131.149,0.852,0.0
2021-07-27,744311.574,674232.803,46006.959,24071.812,220316.128,0.0,0.0,132.409,0.951,0.0
2021-07-28,688181.802,627942.13,46569.413,13670.259,216642.316,0.0,0.0,133.236,1.009,0.0
2021-07-29,773343.485,644419.196,46963.141,81961.148,216472.419,0.0,0.0,133.219,1.077,0.0
2021-07-30,744263.091,641531.821,47352.365999999995,55378.904,215098.262,0.0,0.0,133.97,1.133,0.0
2021-07-31,731688.848,632065.167,47237.61,52386.071,212417.849,0.0,0.0,132.172,1.0170000000000001,0.0
2021-08-01,672987.3369999999,596982.707,38298.848,37705.782,210390.571,0.0,0.0,107.04,0.468,0.0
2021-08-02,716779.192,653939.627,43103.2,19736.365,213845.745,0.0,0.0,120.881,0.756,0.0
2021-08-03,773786.429,669914.551,42987.594,60884.284,214186.298,0.0,0.0,121.427,0.766,0.0
2021-08-04,780075.245,681014.154,42561.62,56499.471000000005,215017.547,0.0,0.0,121.369,0.767,0.0
2021-08-05,787662.575,704860.543,42410.142,40391.89,217452.539,0.0,0.0,120.687,0.765,0.0
2021-08-06,780116.596,709468.871,42764.888999999996,27882.836,217668.096,0.0,0.0,121.269,0.804,0.0
2021-08-07,798610.833,737125.085,41956.65,19529.097999999998,220144.077,0.0,0.0,120.43900000000001,0.701,0.0
2021-08-08,802540.2660000001,733194.284,39017.911,30328.071,220408.75699999998,0.0,0.0,108.05199999999999,0.499,0.0
2021-08-09,860409.095,746879.502,43732.137,69797.456,221259.861,0.0,0.0,120.943,0.8190000000000001,0.0
2021-08-10,860695.429,746823.99,44073.983,69797.456,217897.467,0.0,0.0,122.215,0.8510000000000001,0.0
2021-08-11,844686.735,750160.2609999999,43741.509,50784.965000000004,216487.082,0.0,0.0,122.237,0.8390000000000001,0.0
2021-08-12,839320.166,759762.562,43753.341,35804.263,217938.412,0.0,0.0,121.94500000000001,0.8500000000000001,0.0
2021-08-13,837933.819,768329.524,43094.341,26509.954,218599.504,0.0,0.0,121.008,0.802,0.0
2021-08-14,862510.92,752480.482,41536.891,68493.547,217728.845,0.0,0.0,117.989,0.661,0.0
2021-08-15,845007.172,732340.246,37800.494,74866.432,217433.764,0.0,0.0,104.896,0.462,0.0
2021-08-16,788480.02,689685.761,43658.645,55135.614,213829.44400000002,0.0,0.0,118.88799999999999,0.779,0.0
2021-08-17,855638.725,789270.19,43797.458,22571.077,222794.87099999998,0.0,0.0,119.132,0.787,0.0
2021-08-18,841252.977,777276.834,44059.912000000004,19916.231,223598.09699999998,0.0,0.0,121.075,0.8190000000000001,0.0
2021-08-19,817949.384,756106.639,43597.4,18245.345,223137.998,0.0,0.0,120.009,0.785,0.0
2021-08-20,829455.013,742765.637,43129.926,43559.45,222007.698,0.0,0.0,119.62,0.784,0.0
2021-08-21,785469.816,723494.284,42571.311,19404.221,222247.616,0.0,0.0,118.911,0.706,0.0
2021-08-22,768417.506,691825.936,38977.679,37613.891,224369.29799999998,0.0,0.0,106.604,0.519,0.0
2021-08-23,800347.73,722059.936,43696.93,34590.864,221801.38400000002,0.0,0.0,119.103,0.808,0.0
2021-08-24,824294.639,732930.387,44046.798,47317.454000000005,221563.819,0.0,0.0,120.984,0.8340000000000001,0.0
2021-08-25,863033.902,739955.736,44295.563,78782.603,218683.163,0.0,0.0,121.636,0.8350000000000001,0.0
2021-08-26,860907.571,743447.385,44034.408,73425.778,218827.543,0.0,0.0,121.416,0.8290000000000001,0.0
2021-08-27,843267.106,750874.515,44041.661,48350.93,217592.508,0.0,0.0,121.517,0.8260000000000001,0.0
2021-08-28,813913.78,744074.336,42119.253,27720.191,219213.72,0.0,0.0,117.901,0.675,0.0
2021-08-29,783188.95,718475.666,39027.237,25686.047000000002,222500.56399999998,0.0,0.0,106.142,0.487,0.0
2021-08-30,814741.3879999999,729919.273,41734.638,43087.477,224553.336,0.0,0.0,112.476,0.623,0.0
2021-08-31,813939.21,720995.479,44339.11,48604.621,224467.783,0.0,0.0,118.65899999999999,0.775,0.0
2021-09-01,781659.963,714424.893,39130.883,28104.187,223792.311,0.0,0.0,120.397,0.637,0.0
2021-09-02,789198.909,725493.971,39379.969,24324.969,223584.052,0.0,0.0,120.85,0.662,0.0
2021-09-03,785354.297,723162.601,39359.953,22831.743,224159.567,0.0,0.0,121.188,0.672,0.0
2021-09-04,769763.496,693728.789,38110.05,37924.657,223457.425,0.0,0.0,119.373,0.575,0.0
2021-09-05,786232.43,687531.267,35003.943999999996,63697.219,224551.893,0.0,0.0,107.533,0.392,0.0
2021-09-06,782395.0480000001,712389.578,41571.639,28433.831000000002,224819.841,0.0,0.0,119.89699999999999,0.732,0.0
2021-09-07,749314.527,684426.802,43803.121,21084.604,222118.62,0.0,0.0,122.078,0.809,0.0
2021-09-08,740538.714,670669.19,43583.439,26286.085,219497.261,0.0,0.0,122.404,0.798,0.0
2021-09-09,803269.564,711111.647,43459.852,48698.065,221930.748,0.0,0.0,122.122,0.788,0.0
2021-09-10,817915.21,688674.133,41134.807,88106.27,220462.798,0.0,0.0,116.017,0.613,0.0
2021-09-11,727491.816,652909.626,41269.020000000004,33313.17,218395.647,0.0,0.0,116.709,0.6180000000000001,0.0
2021-09-12,678569.582,609755.403,36947.157,31867.022,213630.521,0.0,0.0,106.429,0.463,0.0
2021-09-13,694914.344,634124.349,43149.324,17640.671,213586.256,0.0,0.0,119.796,0.756,0.0
2021-09-14,716215.257,647899.438,44149.871999999996,24165.947,213727.164,0.0,0.0,121.904,0.788,0.0
2021-09-15,767473.496,659889.069,44647.735,62936.692,213446.978,0.0,0.0,122.698,0.8180000000000001,0.0
2021-09-16,780637.985,661047.601,44616.591,74973.793,215016.202,0.0,0.0,122.91,0.8420000000000001,0.0
2021-09-17,764535.3489999999,674317.521,43977.707,46240.121,216558.941,0.0,0.0,121.878,0.8170000000000001,0.0
2021-09-18,781106.291,709874.259,43360.551,27871.481,218045.582,0.0,0.0,120.407,0.712,0.0
2021-09-19,790791.608,725530.309,37630.481,27630.818,221185.475,0.0,0.0,107.892,0.47200000000000003,0.0
2021-09-20,842983.995,736168.594,42492.984,64322.417,220895.072,0.0,0.0,120.455,0.783,0.0
2021-09-21,854019.911,723717.42,44061.759,86240.732,220744.78399999999,0.0,0.0,122.878,0.8420000000000001,0.0
2021-09-22,769701.388,695773.588,44343.816,29583.984,220217.481,0.0,0.0,123.439,0.853,0.0
2021-09-23,777739.187,698184.002,44531.308,35023.877,220586.943,0.0,0.0,123.316,0.8550000000000001,0.0
2021-09-24,786577.2119999999,708209.285,44536.775,33831.152,219226.821,0.0,0.0,123.452,0.8500000000000001,0.0
2021-09-25,797975.459,696621.876,43358.255000000005,57995.328,220024.021,0.0,0.0,120.931,0.741,0.0
2021-09-26,788596.647,692389.6039999999,38211.715000000004,57995.328,220709.138,0.0,0.0,109.498,0.535,0.0
2021-09-27,770008.705,680641.328,47843.297,41524.08,222262.158,0.0,0.0,122.19800000000001,0.8280000000000001,0.0
2021-09-28,759742.094,677077.953,49841.078,32823.063,220640.513,0.0,0.0,125.13300000000001,0.9209999999999999,0.0
2021-09-29,751353.811,674065.118,50003.993,27284.7,218395.188,0.0,0.0,125.616,0.9279999999999999,0.0
2021-09-30,783158.955,697045.55,50584.342,35529.063,219969.527,0.0,0.0,125.933,0.9480000000000001,0.0
2021-10-01,866337.202,727676.064,41749.96,96911.178,221951.11800000002,0.0,0.0,125.407,0.655,0.0
2021-10-02,801577.621,699904.43,38641.817,63031.374,220550.846,0.0,0.0,118.545,0.466,0.0
2021-10-03,765897.147,681190.5800000001,37829.395,46877.172,219574.486,0.0,0.0,112.515,0.342,0.0
2021-10-04,794271.013,712132.356,41741.017,40397.64,219572.396,0.0,0.0,125.417,0.648,0.0
2021-10-05,802392.0090000001,729608.933,44639.32,28143.756,220705.735,0.0,0.0,127.947,0.84,0.0
2021-10-06,848498.146,748246.205,44955.708,55296.233,222483.745,0.0,0.0,127.595,0.8810000000000001,0.0
2021-10-07,873397.431,746328.826,45933.123,81135.482,220183.602,0.0,0.0,129.097,0.9440000000000001,0.0
2021-10-08,860139.978,754322.89,46880.335,58936.753,221400.347,0.0,0.0,129.633,1.002,0.0
2021-10-09,843681.709,742336.042,45741.988,55603.679000000004,219724.486,0.0,0.0,126.884,0.8350000000000001,0.0
2021-10-10,802082.534,720608.197,42218.834,39255.503,219443.619,0.0,0.0,116.901,0.653,0.0
2021-10-11,855138.368,753408.575,44237.435,57492.358,218354.822,0.0,0.0,130.944,0.7590000000000001,0.0
2021-10-12,911367.366,764870.858,48357.986,98138.522,216767.024,0.0,0.0,145.07399999999998,1.114,0.0
2021-10-13,877316.174,765375.988,48222.087,63718.099,215611.142,0.0,0.0,144.556,1.129,0.0
2021-10-14,854652.298,749997.609,47345.335,57309.354,215397.498,0.0,0.0,142.618,1.031,0.0
2021-10-15,810735.676,723024.372,44024.399,43686.905,215983.345,0.0,0.0,135.501,0.809,0.0
2021-10-16,850711.2440000001,734831.786,46861.885,69017.573,219408.486,0.0,0.0,140.488,0.9339999999999999,0.0
2021-10-17,818119.488,695227.7,42942.032999999996,79949.755,222262.538,0.0,0.0,130.577,0.74,0.0
2021-10-18,798150.664,674599.1630000001,47714.271,75837.23,220954.308,0.0,0.0,146.72,1.101,0.0
2021-10-19,806476.72,705566.218,46907.47,54003.032,216896.274,0.0,0.0,144.685,1.019,0.0
2021-10-20,793660.39,714073.725,48802.5,30784.165,214594.226,0.0,0.0,148.539,1.168,0.0
2021-10-21,810722.967,708301.204,50357.705,52064.058000000005,210102.021,0.0,0.0,152.734,1.284,0.0
2021-10-22,840423.86,706248.946,51112.465,83062.449,210222.233,0.0,0.0,154.184,1.342,0.0
2021-10-23,860520.273,712026.916,50628.819,97864.538,213142.602,0.0,0.0,149.3,1.195,0.0
2021-10-24,762526.574,670242.032,44434.566,47849.976,214503.685,0.0,0.0,136.014,0.8630000000000001,0.0
2021-10-25,792106.871,692901.294,50472.428,48733.149,214708.546,0.0,0.0,152.109,1.278,0.0
2021-10-26,785786.929,698795.168,50237.285,36754.476,214039.422,0.0,0.0,152.751,1.296,0.0
2021-10-27,812133.994,696385.325,50975.533,64773.136,211722.531,0.0,0.0,153.633,1.3379999999999999,0.0
2021-10-28,857954.183,690725.748,51435.657,115792.778,210533.715,0.0,0.0,154.286,1.385,0.0
2021-10-29,827020.294,700254.363,51282.642,75483.289,211242.795,0.0,0.0,154.279,1.376,0.0
2021-10-30,797845.612,695562.441,51819.442,50463.729,210792.274,0.0,0.0,152.27100000000002,1.27,0.0
2021-10-31,774302.91,683578.517,46416.795,44307.598,211201.813,0.0,0.0,139.475,0.909,0.0
2021-11-01,798959.203,697264.765,46881.596999999994,54812.841,213396.355,0.0,0.0,143.003,1.031,0.0
2021-11-02,869187.219,697949.8859999999,46852.693,124384.64,214482.307,0.0,0.0,144.527,1.066,0.0
2021-11-03,832319.201,689703.302,45720.735,96895.164,216327.137,0.0,0.0,141.723,1.047,0.0
2021-11-04,750819.528,639027.589,38734.883,73057.056,214324.078,0.0,0.0,124.579,0.65,0.0
2021-11-05,717002.779,618428.374,40430.514,58143.891,211903.84100000001,0.0,0.0,126.182,0.717,0.0
2021-11-06,773306.496,665081.708,43180.272,65044.515999999996,211071.726,0.0,0.0,132.76,0.8210000000000001,0.0
2021-11-07,809214.127,652427.301,40945.332,115841.494,210669.218,0.0,0.0,125.318,0.628,0.0
2021-11-08,860687.462,686683.915,45928.765999999996,128074.781,211988.991,0.0,0.0,143.521,0.976,0.0
2021-11-09,845447.197,702419.031,48293.872,94734.294,213288.122,0.0,0.0,145.522,1.099,0.0
2021-11-10,843787.336,729628.5,49162.616,64996.22,214339.129,0.0,0.0,145.728,1.19,0.0
2021-11-11,871825.993,712799.8640000001,48203.082,110823.047,215614.575,0.0,0.0,144.303,1.098,0.0
2021-11-12,904875.336,728216.444,49418.297,127240.595,218646.025,0.0,0.0,146.072,1.193,0.0
2021-11-13,898132.617,718713.723,47100.078,132318.816,220008.076,0.0,0.0,143.228,0.9510000000000001,0.0
2021-11-14,850508.816,705941.562,42592.862,101974.39199999999,220924.125,0.0,0.0,132.623,0.7060000000000001,0.0
2021-11-15,838829.624,720967.41,48698.875,69163.33899999999,220437.626,0.0,0.0,146.918,1.1600000000000001,0.0
2021-11-16,820832.99,717845.173,49982.097,53005.72,220450.858,0.0,0.0,147.586,1.248,0.0
2021-11-17,826016.0210000001,726200.167,49753.75,50062.104,221815.76,0.0,0.0,146.316,1.26,0.0
2021-11-18,882235.388,734865.269,49507.108,97863.011,225041.626,0.0,0.0,145.632,1.215,0.0
2021-11-19,849642.444,718108.364,48224.753,83309.327,226294.81,0.0,0.0,141.481,1.095,0.0
2021-11-20,830242.912,716857.176,47390.009,65995.727,226237.653,0.0,0.0,142.745,1.013,0.0
2021-11-21,770893.208,682887.244,43112.486,44893.478,222742.994,0.0,0.0,130.532,0.749,0.0
2021-11-22,821971.285,725257.037,48595.284,48118.964,222960.975,0.0,0.0,144.441,1.192,0.0
2021-11-23,888483.089,736290.982,49818.818,102373.289,222861.977,0.0,0.0,145.563,1.267,0.0
2021-11-24,921560.839,740368.865,49320.825000000004,131871.149,221551.982,0.0,0.0,145.47,1.25,0.0
2021-11-25,874943.246,733923.708,49003.38,92016.158,221407.626,0.0,0.0,145.312,1.225,0.0
2021-11-26,841316.29,731421.709,49709.434,60185.147,220286.286,0.0,0.0,145.588,1.26,0.0
2021-11-27,822181.835,723570.723,47357.087999999996,51254.024000000005,220271.096,0.0,0.0,141.543,0.97,0.0
2021-11-28,827776.28,684722.404,43324.457,99729.419,220081.089,0.0,0.0,129.529,0.754,0.0
2021-11-29,853029.8809999999,695415.357,48925.744,108688.78,218041.251,0.0,0.0,144.012,1.185,0.0
2021-11-30,831947.064,700826.28,49687.97,81432.814,217964.33,0.0,0.0,146.336,1.268,0.0
2021-12-01,799651.4349999999,709735.757,49627.399000000005,40288.279,222334.637,0.0,0.0,155.097,1.341,0.0
2021-12-02,771080.4940000001,689409.3,48977.062,32694.132,224055.683,0.0,0.0,154.03,1.282,0.0
2021-12-03,798074.606,703451.899,49721.884,44900.823000000004,223820.303,0.0,0.0,154.026,1.343,0.0
2021-12-04,888330.248,706184.907,47948.320999999996,134197.02,223521.133,0.0,0.0,151.95600000000002,1.107,0.0
2021-12-05,808504.972,688062.866,43564.549999999996,76877.556,225126.199,0.0,0.0,137.236,0.8310000000000001,0.0
2021-12-06,801688.788,708088.578,48400.875,45199.335,225063.696,0.0,0.0,152.784,1.2349999999999999,0.0
2021-12-07,811169.267,722332.44,49553.165,39283.662,221699.756,0.0,0.0,154.393,1.316,0.0
2021-12-08,821404.321,718504.724,50041.278,52858.319,220529.344,0.0,0.0,154.589,1.345,0.0
2021-12-09,870081.522,723198.056,50780.795,96102.671,222143.32,0.0,0.0,154.532,1.397,0.0
2021-12-10,875167.554,717380.358,50838.616,106948.58,220475.104,0.0,0.0,154.309,1.3659999999999999,0.0
2021-12-11,822444.142,710150.771,48289.939,64003.432,219088.263,0.0,0.0,149.931,1.0679999999999998,0.0
2021-12-12,771673.131,678734.678,45132.051,47806.402,218459.002,0.0,0.0,139.037,0.882,0.0
2021-12-13,812887.414,713273.304,49482.31,50131.8,221027.184,0.0,0.0,152.341,1.268,0.0
2021-12-14,864855.526,735379.678,50873.046,78602.802,221853.637,0.0,0.0,153.916,1.382,0.0
2021-12-15,901133.004,733573.366,50402.338,117157.3,219992.759,0.0,0.0,153.034,1.362,0.0
2021-12-16,851785.04,727627.143,49687.975,74469.922,219164.499,0.0,0.0,151.747,1.339,0.0
2021-12-17,828226.737,719692.014,50132.921,58401.802,216312.847,0.0,0.0,152.144,1.357,0.0
2021-12-18,820544.179,722745.628,48311.321,49487.229999999996,216044.502,0.0,0.0,149.338,1.143,0.0
2021-12-19,807333.172,687720.831,44294.458,75317.883,214437.038,0.0,0.0,135.56300000000002,0.856,0.0
2021-12-20,908155.497,734801.897,50824.653,122528.947,216208.187,0.0,0.0,155.801,1.329,0.0
2021-12-21,924150.5260000001,756735.891,51844.548,115570.087,217858.817,0.0,0.0,156.514,1.421,0.0
2021-12-22,909274.457,770613.842,51985.657,86674.958,219005.941,0.0,0.0,157.16,1.453,0.0
2021-12-23,894177.312,779180.099,52059.083,62938.13,220097.361,0.0,0.0,159.873,1.486,0.0
2021-12-24,911730.765,784710.698,51771.365,75248.702,222127.028,0.0,0.0,160.47899999999998,1.4729999999999999,0.0
2021-12-25,945431.297,775648.301,48849.555,120933.44099999999,221494.09,0.0,0.0,152.44400000000002,1.103,0.0
2021-12-26,888548.06,750569.062,46130.412000000004,91848.586,224836.679,0.0,0.0,141.471,0.885,0.0
2021-12-27,879785.766,766544.739,50648.411,62592.616,223968.258,0.0,0.0,158.477,1.338,0.0
2021-12-28,838198.59,750582.773,52149.47,35466.347,228338.092,0.0,0.0,160.219,1.46,0.0
2021-12-29,823866.581,730895.616,52319.234,40651.731,224202.894,0.0,0.0,160.165,1.485,0.0
2021-12-30,829542.62,724275.72,51918.42,53348.479999999996,222396.921,0.0,0.0,159.928,1.429,0.0
2021-12-31,881062.061,735865.577,51470.931,93725.553,220835.613,0.0,0.0,158.9,1.361,0.0
2022-01-01,843614.639,739656.717,45250.289,58707.633,224365.52,0.0,0.0,134.538,0.902,0.0
2022-01-02,807431.913,710440.752,43690.922,53300.239,224069.551,0.0,0.0,135.382,0.857,0.0
2022-01-03,834698.051,751663.788,40171.344,42862.919,223409.467,0.0,0.0,124.502,0.622,0.0
2022-01-04,876174.942,773194.834,45433.071,57547.037000000004,223821.01,0.0,0.0,140.395,0.887,0.0
2022-01-05,916965.155,784197.906,45915.106999999996,86852.14199999999,229164.781,0.0,0.0,141.037,0.926,0.0
2022-01-06,873152.3960000001,769759.414,46343.995,57048.987,229609.649,0.0,0.0,141.406,0.9560000000000001,0.0
2022-01-07,857670.8099999999,765799.29,46760.426999999996,45111.093,230274.285,0.0,0.0,141.004,0.973,0.0
2022-01-08,819895.844,734678.1630000001,46493.896,38723.785,231636.99599999998,0.0,0.0,141.019,0.9680000000000001,0.0
2022-01-09,786449.086,704404.222,45917.415,36127.449,228638.045,0.0,0.0,138.611,0.908,0.0
2022-01-10,848925.521,728879.199,41782.132,78264.19,226473.456,0.0,0.0,127.204,0.677,0.0
2022-01-11,867648.9940000001,734503.983,46691.482,86453.529,226175.58000000002,0.0,0.0,143.087,0.9610000000000001,0.0
2022-01-12,829804.1919999999,738726.958,47389.129,43688.105,226551.09,0.0,0.0,146.745,1.035,0.0
2022-01-13,849599.245,751438.795,47253.476,50906.974,226943.559,0.0,0.0,145.839,1.031,0.0
2022-01-14,812457.133,734128.887,44542.99,33785.256,227960.444,0.0,0.0,138.039,0.92,0.0
2022-01-15,809514.6089999999,713472.264,45206.396,50835.949,226711.897,0.0,0.0,140.697,0.9720000000000001,0.0
2022-01-16,832156.1730000001,717791.736,45695.407,68669.03,226971.435,0.0,0.0,142.70600000000002,0.955,0.0
2022-01-17,830964.791,751117.595,40521.194,39326.002,228217.783,0.0,0.0,129.975,0.642,0.0
2022-01-18,866994.692,772692.412,47658.147,46644.133,227385.823,0.0,0.0,146.124,1.056,0.0
2022-01-19,874350.204,772469.763,47658.568,54221.873,225670.747,0.0,0.0,147.94,1.055,0.0
2022-01-20,888405.566,768812.903,47971.973999999995,71620.689,225274.022,0.0,0.0,148.32,1.096,0.0
2022-01-21,949898.459,774496.7559999999,48193.546,127208.157,227160.458,0.0,0.0,148.056,1.098,0.0
2022-01-22,877664.767,732404.972,48074.547,97185.24799999999,228102.481,0.0,0.0,149.185,1.113,0.0
2022-01-23,893132.265,722369.439,47887.24,122875.586,226365.889,0.0,0.0,147.097,1.038,0.0
2022-01-24,879368.085,762640.111,43580.004,73147.97,223672.614,0.0,0.0,133.35399999999998,0.799,0.0
2022-01-25,906141.128,767729.228,48021.92,90389.98,222096.053,0.0,0.0,146.789,1.119,0.0
