date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,city,traffic_NOx,traffic_pm25,power_pm25,industrial_scope2
2023-08-07,4828.777575767272,4828.764,,0.0,700.851,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-08,5050.593575767271,5050.58,,0.0,696.294,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-09,5190.3215757672715,5190.308,,0.0,698.26,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-10,5370.477575767271,5247.173,,123.291,687.703,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-11,5451.666575767272,5451.653,,0.0,703.237,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-12,5314.2635757672715,5301.633,,12.617,683.829,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-13,5150.744575767271,5150.731,,0.0,688.615,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-14,5482.6115757672715,5364.423,,118.175,697.282,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-15,5434.074575767271,5307.026,,127.035,692.099,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-16,5494.636575767272,5477.827,,16.796,699.95,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-17,5588.858575767272,5481.348,,107.497,710.211,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-18,5563.789575767271,5427.215,,136.561,700.832,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-19,5433.578575767272,5301.689,,131.876,690.903,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-20,5408.587575767272,5283.72,,124.854,694.026,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-21,5457.248575767271,5457.235,,0.0,704.244,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-22,5524.710575767272,5458.145,,66.552,707.149,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-23,5544.020575767272,5198.907,,345.1,713.882,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-24,5152.251575767272,5152.238,,0.0,710.551,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-25,5325.5715757672715,5320.148,,5.41,702.853,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-26,5489.761575767271,5348.646,,141.102,689.331,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-27,5248.436575767271,5248.423,,0.0,680.996,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-28,6010.122575767272,5353.538,,656.571,682.502,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-29,5862.743575767272,5583.492,,279.238,693.64,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-30,5812.805575767272,5688.738,,124.054,700.372,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-08-31,5914.277575767272,5777.02,,137.244,698.139,0.0135757672711427,,Gaya,,,,0.0155024954655549
2023-09-01,5821.234575767271,5821.221,,0.0,702.898,0.0135757672711427,,Gaya,,,,0.0155024954655549
