date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,city,traffic_NOx,traffic_pm25
2021-04-03,377.10620255531074,3.864824,372.44453055531073,0.0,0.796848,,,Tiruppur,1.281646589743441,0.0353458387861942
2021-04-04,342.1859295134014,3.778797,337.3872825134014,0.220328,0.7995220000000001,,,Tiruppur,1.092655718413924,0.0311045186056224
2021-04-05,368.74291197838784,3.8755070000000003,363.8037259783878,0.26075099999999996,0.802928,,,Tiruppur,1.2226497128666032,0.0341528989928747
2021-04-06,332.3215585001147,3.891721,327.36937450011465,0.266115,0.7943479999999999,,,Tiruppur,1.0256104278079912,0.0297261198360172
2021-04-07,363.03906444730103,3.892225,358.113097447301,0.251622,0.78212,,,Tiruppur,1.1727564602948397,0.033220108222934
2021-04-08,375.41083915923736,3.989401,370.5976941592374,0.036071,0.787673,,,Tiruppur,1.2406598643556392,0.0347349213887996
2021-04-09,379.1904049315044,3.954627,374.1750579315044,0.272697,0.788023,,,Tiruppur,1.26097346560297,0.0351784407549196
2021-04-10,377.5672441448882,3.957439,372.5837971448882,0.238339,0.787669,,,Tiruppur,1.258819086245277,0.0351004382116958
2021-04-11,336.1244617663456,3.788643,331.5435447663456,0.0,0.792274,,,Tiruppur,1.0738071844835084,0.0305741256956677
2021-04-12,380.15768035624274,3.917502,375.21437135624274,0.20308,0.822727,,,Tiruppur,1.2755844733873016,0.0353973823086036
2021-04-13,381.3028273639828,3.939618,376.5342063639828,0.0,0.829003,,,Tiruppur,1.2783963758334045,0.0354984687167057
2021-04-14,375.8246111181128,3.790645,371.1850301181128,0.0,0.848936,,,Tiruppur,1.2609238665236575,0.0350054293939995
2021-04-15,376.79514975011176,3.790736,371.9372337501118,0.200931,0.866249,,,Tiruppur,1.266986226447151,0.0350999410258159
2021-04-16,382.6759197056106,3.836798,377.75748070561065,0.23778,0.843861,,,Tiruppur,1.2950186557580343,0.0358467190444377
2021-04-17,383.71257440128653,3.746066,378.86417340128656,0.270046,0.832289,,,Tiruppur,1.2894454682355132,0.0357952250675073
2021-04-18,327.19420348201436,3.714075,322.3883874820144,0.246679,0.845062,,,Tiruppur,1.0527461637768043,0.0298733802883194
2021-04-19,376.84899506769665,3.776401,372.2536540676966,7.9e-05,0.818861,,,Tiruppur,1.2612811175764231,0.0350682349861115
2021-04-20,382.9690963826473,3.856584,378.2433673826473,0.042179,0.826966,,,Tiruppur,1.29580475086062,0.0358347298678086
2021-04-21,382.5799173323193,3.73,377.7772753323193,0.255129,0.817513,,,Tiruppur,1.2890033630688669,0.0357160270226562
