date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,city,industrial_scope2
2021-09-29,815.0344114497259,752.579,,62.29,358.893,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-09-30,843.4384114497259,780.497,,62.776,364.186,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-01,876.3014114497261,812.565,,63.571,367.993,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-02,888.185411449726,782.06,,105.96,363.414,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-03,837.6054114497259,760.18,,77.26,362.765,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-04,861.555411449726,797.649,,63.741,368.128,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-05,823.006411449726,817.249,,5.592,368.657,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-06,839.885411449726,834.916,,4.804,379.888,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-07,988.9894114497259,834.886,,153.938,367.693,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-08,903.073411449726,842.75,,60.158,377.93,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-09,895.723411449726,830.579,,64.979,373.613,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-10,873.648411449726,802.556,,70.927,373.578,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-11,841.284411449726,841.119,,0.0,374.839,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-12,925.727411449726,852.365,,73.197,377.855,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-13,929.001411449726,854.795,,74.041,380.342,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-14,983.5424114497259,841.584,,141.793,380.549,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-15,831.990411449726,813.647,,18.178,382.773,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-16,909.735411449726,823.994,,85.576,374.198,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-17,1504.5374114497258,781.284,,723.088,377.346,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-18,857.2844114497259,759.679,,97.44,372.643,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-19,870.582411449726,793.993,,76.424,361.125,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-20,888.663411449726,800.445,,88.053,367.941,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-21,826.914411449726,796.017,,30.732,374.027,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-22,1834.027411449726,792.919,,1040.943,376.868,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-23,877.7754114497259,801.723,,75.887,379.643,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-24,786.734411449726,750.719,,35.85,376.405,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-25,780.649411449726,780.484,,0.0,374.039,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-26,786.7154114497259,786.55,,0.0,363.867,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-27,785.0614114497259,784.896,,0.0,350.598,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-28,914.540411449726,779.991,,134.384,350.845,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-29,859.543411449726,790.551,,68.827,372.05,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-30,782.295411449726,782.13,,0.0,377.681,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-10-31,847.799411449726,769.282,,78.352,371.585,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-01,783.265411449726,783.1,,0.0,376.407,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-02,1291.709411449726,784.282,,507.262,378.778,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-03,776.035411449726,773.704,,2.166,395.32,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-04,787.9174114497259,715.603,,72.149,382.042,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-05,692.7734114497259,692.608,,0.0,384.064,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-06,822.8504114497259,741.501,,81.184,370.321,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-07,2228.948411449726,722.01,,1506.773,366.025,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-08,765.579411449726,762.778,,2.636,376.24,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-09,785.251411449726,785.086,,0.0,364.592,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-10,814.121411449726,813.956,,0.0,369.756,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-11,790.735411449726,790.57,,0.0,382.932,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-12,808.035411449726,807.87,,0.0,392.998,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-13,1079.614411449726,799.813,,279.636,402.715,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-14,887.294411449726,786.192,,100.937,403.376,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-15,880.924411449726,798.943,,81.816,398.288,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-16,899.7164114497259,798.371,,101.18,397.456,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-17,897.656411449726,808.02,,89.471,394.74,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-18,1445.719411449726,817.743,,627.811,404.976,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-19,797.601411449726,797.436,,0.0,417.613,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-20,817.703411449726,797.117,,20.421,410.128,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-21,844.891411449726,760.867,,83.859,401.467,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-22,876.2344114497259,805.131,,70.938,396.148,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-23,1729.972411449726,816.352,,913.455,393.124,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-24,896.578411449726,821.478,,74.935,392.793,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-25,858.703411449726,814.878,,43.66,386.214,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-26,884.6334114497259,807.173,,77.295,379.034,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-27,796.8504114497259,796.685,,0.0,365.838,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-28,753.200411449726,753.035,,0.0,391.138,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-29,1643.8714114497259,766.62,,877.086,388.699,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-11-30,864.123411449726,772.444,,91.514,382.629,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-01,861.634411449726,782.172,,79.297,382.917,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-02,844.0624114497259,759.63,,84.267,388.556,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-03,865.512411449726,777.354,,87.993,393.64,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-04,1244.093411449726,779.571,,464.357,389.634,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-05,895.780411449726,758.974,,136.641,388.123,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-06,871.838411449726,784.153,,87.52,381.567,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-07,884.988411449726,797.911,,86.912,364.268,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-08,796.910411449726,796.178,,0.567,367.909,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-09,2526.085411449726,804.646,,1721.274,384.47,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-10,898.709411449726,795.886,,102.658,379.041,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-11,790.615411449726,789.034,,1.416,375.982,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-12,837.510411449726,754.339,,83.006,367.27,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-13,881.958411449726,792.755,,89.038,377.656,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-14,819.428411449726,819.263,,0.0,379.362,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-15,1234.592411449726,817.211,,417.216,377.67,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-16,906.913411449726,809.005,,97.743,370.094,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-17,905.756411449726,805.421,,100.17,364.479,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-18,899.882411449726,805.511,,94.206,357.544,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-19,1010.250411449726,764.68,,245.405,345.017,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-20,1373.498411449726,820.435,,552.898,358.249,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-21,993.0854114497259,845.499,,147.421,357.623,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-22,954.570411449726,859.685,,94.72,355.492,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-23,927.046411449726,866.706,,60.175,354.708,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-24,964.0084114497259,874.897,,88.946,348.976,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-25,1571.296411449726,866.368,,704.763,344.769,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-26,1086.252411449726,837.787,,248.3,342.196,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-27,857.847411449726,857.682,,0.0,341.433,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-28,913.937411449726,838.953,,74.819,345.085,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-29,899.0424114497259,817.524,,81.353,352.108,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-30,1081.415411449726,810.173,,271.077,354.802,0.1654114497259353,,Shivamogga,0.1420080982298558
2021-12-31,1711.492411449726,823.959,,887.368,369.329,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-01,922.612411449726,826.833,,95.614,371.574,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-02,877.497411449726,793.191,,84.141,358.082,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-03,923.3114114497259,839.248,,83.898,351.669,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-04,961.281411449726,862.434,,98.682,348.843,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-05,1300.482411449726,877.111,,423.206,352.844,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-06,1058.562411449726,860.846,,197.551,349.79,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-07,957.507411449726,857.382,,99.96,361.823,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-08,919.0854114497259,826.314,,92.606,366.519,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-09,788.971411449726,788.806,,0.0,357.404,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-10,1792.771411449726,815.288,,977.318,357.812,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-11,980.685411449726,818.581,,161.939,353.581,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-12,898.953411449726,822.502,,76.286,358.466,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-13,911.3214114497259,840.107,,71.049,359.872,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-14,845.5654114497261,822.363,,23.037,359.75,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-15,822.829411449726,799.689,,22.975,351.558,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-16,946.137411449726,800.236,,145.736,354.386,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-17,916.476411449726,837.321,,78.99,357.362,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-18,948.144411449726,862.07,,85.909,350.5,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-19,951.3644114497259,863.068,,88.131,342.985,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-20,1184.173411449726,860.015,,323.993,344.31,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-21,1763.471411449726,867.819,,895.487,350.534,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-22,1480.173411449726,819.82,,660.188,365.952,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-23,943.723411449726,807.346,,136.212,365.403,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-24,980.880411449726,852.298,,128.417,357.677,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-25,1331.103411449726,857.366,,473.572,354.056,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-26,1559.585411449726,829.081,,730.339,359.641,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-27,932.588411449726,842.907,,89.516,358.999,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-28,940.2104114497259,855.182,,84.863,351.463,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-29,933.246411449726,857.706,,75.375,351.009,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-30,936.060411449726,857.089,,78.806,355.226,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-01-31,1289.9964114497259,872.511,,417.32,352.155,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-01,1079.364411449726,881.082,,198.117,349.581,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-02,888.2824114497259,887.168,,0.949,354.947,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-03,887.592411449726,854.535,,32.892,353.646,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-04,980.603411449726,871.382,,109.056,354.805,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-05,1106.7464114497259,879.881,,226.7,351.1,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-06,1788.048411449726,864.494,,923.389,359.791,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-07,969.848411449726,877.87,,91.813,358.637,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-08,993.126411449726,903.768,,89.193,359.675,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-09,973.631411449726,888.619,,84.847,348.92,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-10,921.562411449726,868.381,,53.016,348.267,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-11,2010.7374114497259,874.813,,1135.759,348.452,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-12,1121.173411449726,872.301,,248.707,345.144,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-13,950.098411449726,863.839,,86.094,348.814,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-14,949.736411449726,868.646,,80.925,349.361,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-15,955.7204114497259,877.343,,78.212,350.004,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-16,983.414411449726,889.699,,93.55,352.731,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-17,1072.878411449726,882.989,,189.724,353.393,0.1654114497259353,,Shivamogga,0.1420080982298558
2022-02-18,974.726411449726,885.021,,89.54,353.607,0.1654114497259353,,Shivamogga,0.1420080982298558
